business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,Tuesday,Wednesday,Thursday,Friday,Saturday,hours,Monday,Sunday,RestaurantsDelivery,BusinessAcceptsCreditCards,RestaurantsPriceRange2,DogsAllowed,NoiseLevel,RestaurantsTakeOut,Caters,BikeParking,attributes,HappyHour,WheelchairAccessible,OutdoorSeating,RestaurantsGoodForGroups,Alcohol,RestaurantsReservations,GoodForKids,HasTV,RestaurantsAttire,DriveThru,WiFi,ByAppointmentOnly,BusinessAcceptsBitcoin,RestaurantsTableService,Corkage,BYOBCorkage,Smoking,CoatCheck,GoodForDancing,BYOB,AcceptsInsurance,Open24Hours,garage,street,validated,lot,valet,BusinessParking,Ambience,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual,Music,dj,background_music,no_music,jukebox,live,video,karaoke,GoodForMeal,dessert,latenight,lunch,dinner,brunch,breakfast,BestNights,monday,tuesday,friday,wednesday,thursday,sunday,saturday,DietaryRestrictions,dairy-free,gluten-free,vegan,kosher,halal,soy-free,vegetarian
kz2-Le2Ph9rjzJhP5bSf5Q,The Tasty Trend,"15497 Stoneybrook W Pkwy, Ste 140",Winter Garden,FL,34787,28.5189217,-81.6184499,4.5,16,1,"Restaurants, Food, Specialty Food, Cupcakes, Custom Cakes, Gluten-Free, Bakeries",11:0-17:0,11:0-17:0,10:0-14:0,11:0-17:0,10:0-16:0,1,0:0-0:0,10:0-14:0,False,True,3,,,True,True,True,1,,True,False,False,u'none',False,True,False,u'casual',,u'no',,False,False,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
O1hSwIx9zFkcrIF4v8uPZg,La Baguette et L'Echalote,1680 Johnston Street,Vancouver,BC,V6H 3S2,49.272481,-123.1357916,4.0,47,0,"Food, Shopping, Bakeries",7:30-19:0,7:30-19:0,7:30-19:0,7:30-19:0,7:30-19:0,1,7:30-19:0,7:30-19:0,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
6zzUE9Z1Lf29IxbotofkRg,Tortilleria El Progreso,6096 E Colonial Dr,Orlando,FL,32807,28.558742,-81.306515,4.5,28,1,"Event Planning & Services, Food, Bakeries, Party Supplies, Grocery",6:0-21:0,6:0-21:0,6:0-21:0,6:0-22:0,6:0-22:0,1,6:0-21:0,6:0-22:0,True,True,1,,,True,True,,1,,,,,,,,,,,,,,,,,,,,,,,False,,,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
i-fg_DdewH2QHlMA00Z_pQ,Panera Bread,107 N Park Ave,Winter Park,FL,32790,28.5979471,-81.3510621,3.5,5,0,"Restaurants, Food, Bakeries, Delis",,,,,,0,,,,,1,,u'average',True,,,1,,,True,True,,False,,False,u'casual',,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
vgv6f7Y7ljOPj8eiIxambw,Something Sweet Cake Studio,16 Main St,Titusville,FL,32796,28.6126074,-80.8059068,4.5,7,0,"Bakeries, Event Planning & Services, Food, Wedding Planning",,10:0-14:0,10:0-17:0,10:0-17:0,10:0-13:0,1,,,,True,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
OKNk5iVODh4AdQyt52unQw,Austin Cake Lady,183N  Anderson Mill,Austin,TX,78729,30.449417,-97.787707,3.0,12,0,"Food, Event Planning & Services, Bakeries, Wedding Planning",9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,,1,9:0-20:0,,True,False,3,,,,,False,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
WoPlfm8iV7NKncXl4mzRkg,Whole World Natural Restaurant & Bakery,3269 N High St,Columbus,OH,43202,40.0288716,-83.0154698,4.0,161,0,"Sandwiches, Food, Specialty Food, Restaurants, Health Markets, Bakeries, Vegetarian, Vegan",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,1,,10:0-20:0,False,True,1,,u'average',True,False,True,1,,,False,False,u'none',False,True,False,'casual',,u'no',,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
18Dxjpd7zwMboK_mIexF9g,Cookies by Design,1218 Winter Garden Vineland Rd,Winter Garden,FL,34787,28.5484579,-81.5881531,4.0,8,1,"Bakeries, Food, Shopping, Desserts, Flowers & Gifts",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,10:0-14:0,1,0:0-0:0,,True,True,,,,False,,False,1,,,,,,,,,,,,,False,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
zjPs_GgxuiKq3BEB-wTOtA,Angel Donuts & Treats,"8300 N Fm 620, Bldg A, Ste 200",Austin,TX,78726,30.4236023638,-97.8452807415,4.0,229,1,"Bubble Tea, Bakeries, Food, Donuts",7:0-16:0,,7:0-12:0,7:0-16:0,7:0-16:0,1,0:0-0:0,7:0-16:0,True,True,1,,u'quiet',True,True,True,1,False,True,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
Czn5SlX5ZIimcyqAe245Ew,Fox In The Snow Cafe,210 Thurman Ave,Columbus,OH,43206,39.9397598152,-82.9903982984,4.5,120,1,"Cafes, Bakeries, Restaurants, Coffee & Tea, Food, Breakfast & Brunch",7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,8:0-17:0,1,7:0-17:0,8:0-17:0,False,True,2,False,u'average',True,False,True,1,,True,False,True,,False,True,,'casual',,'no',,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
_5TiqhNTqsiCKesTz4zTJA,The Gingerbread Construction,52 Main St,Wakefield,MA,01880,42.523051,-71.077646,4.5,148,1,"Bakeries, Food, Restaurants",6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-17:0,1,6:0-18:0,6:0-17:0,True,True,1,,,True,None,False,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
GUyFSJUwa0CBDrI1D28mtQ,Nesters Market,4475 Main Street,Vancouver,BC,V5V 3R2,49.244937,-123.1015905,3.0,25,1,"Food, Bakeries, Grocery",8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-20:0,1,8:0-21:0,8:0-20:0,False,,2,,,True,,True,1,,,,,u'none',,,,,,,,,,,,,,,,,,True,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
TfSmPU-xeM46ztEKSm3zrg,Beard Papa's,548 Robson St,Vancouver,BC,V6B 2B7,49.2802951192,-123.1184472274,4.0,89,0,"Bakeries, Food, Desserts",11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,1,11:0-20:0,11:0-19:0,False,,1,,,True,False,True,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
a5DD2SzopbXQpM0VFZwahg,Mrs. Turbo's Cookies-Powell,178 W Olentangy St,Powell,OH,43065,40.158548,-83.081288,4.5,11,1,"Coffee & Tea, Desserts, Patisserie/Cake Shop, Bakeries, Food",10:0-16:0,10:0-19:0,15:0-20:15,10:0-20:0,11:0-20:0,1,0:0-0:0,11:0-16:0,True,True,,True,,True,True,True,1,,True,True,,,,,,,,u'no',,False,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
kUpTJyrT0JWLNe6vT8bW7w,Auntie Anne's,1332 Cumberland Mall SE,Atlanta,GA,30339,33.880009,-84.467836,2.5,11,1,"Pretzels, Restaurants, Bakeries, Food, Fast Food",,,,,,0,,,True,,,,,True,,,1,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
-IOP1nLvNeYDkGQDp49xnQ,Lovejoy Bakers,939 NW 10th Ave,Portland,OR,97209,45.52994,-122.681601,4.0,422,1,"Sandwiches, Bakeries, Restaurants, Breakfast & Brunch, Food, Coffee & Tea",7:0-15:0,7:0-15:0,7:0-14:0,8:0-15:0,7:0-15:0,1,0:0-0:0,7:0-15:0,True,True,2,True,'average',True,True,True,1,False,True,True,True,u'full_bar',False,True,False,'casual',,'free',,,False,False,,,,,False,,,False,True,False,False,False,1,1,False,False,False,False,False,True,False,False,True,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
eB2DjINoqAg-76NYWEiX8A,Robots Love Cupcakes,5400 NE 30th Ave,Portland,OR,97211,45.5621557,-122.6346512,4.5,7,0,"Food, Specialty Food, Bakeries, Desserts, Candy Stores",,,,,,0,,,,True,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
4gnBkp2K1d2G3Z9a3LpyHw,Kolache Factory,3706 N Lamar Blvd,Austin,TX,78705,30.3048441798,-97.7437123507,3.0,91,1,"Cheese Shops, Bakeries, Food, Specialty Food, Coffee & Tea, Food Stands, Restaurants, Desserts, Breakfast & Brunch, Event Planning & Services, Caterers",7:0-14:0,6:0-14:0,6:0-12:0,7:0-14:0,7:0-14:0,1,0:0-0:0,7:0-14:0,True,True,1,False,u'average',True,,True,1,,True,True,True,'none',False,True,False,'casual',,u'free',False,,False,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
d7SVn8xcYHq1dEg1gQUEhA,Cupcake Mojo,644 Middle St,Weymouth,MA,02188,42.201607,-70.9440307,4.0,54,1,"Food, Bakeries, Restaurants, Desserts, Cupcakes, Event Planning & Services, Caterers, American (Traditional)",10:0-15:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-15:0,1,0:0-0:0,11:0-15:0,True,True,2,,,True,True,False,1,,,,,,False,True,,,,u'free',,,,,,,,,,,,False,True,False,True,False,1,1,False,False,False,False,False,False,False,True,False,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
Q84Px-dvYYMICmMIrQvvGA,Little T Baker,"1022 W Burnside, Ste O",Portland,OR,97209,45.5222685919,-122.681632689,4.0,29,0,"Coffee & Tea, Food, Bakeries",8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,9:0-16:0,1,8:0-16:0,,False,True,2,,,True,,True,1,,,False,,,,,,,,'no',,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
RLBG9HUN4FsNa9WTZBtLSw,ManinPasta,3403 S Lamar Blvd,Austin,TX,78704,30.2407046,-97.7858874,4.0,63,0,"Restaurants, Breakfast & Brunch, Nightlife, Wine Bars, Bars, Food, Cocktail Bars, Gastropubs, Bakeries, Italian, Pizza",17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,1,0:0-0:0,11:0-17:0,True,True,2,True,,True,True,True,1,True,True,True,True,u'full_bar',True,True,True,'casual',,u'free',,,True,,,u'no',False,False,,,,False,False,False,True,False,1,1,False,False,True,False,True,False,True,False,False,1,False,False,False,False,False,False,False,1,True,False,False,True,False,False,0,,,,,,,,0,,,,,,,
RBUoA-7SGBsKnj0AsZnPBQ,Gabriel's Bakery,1100 NE 21st Ave,Portland,OR,97232,45.52454,-122.67178,4.0,26,1,"Bakeries, Bagels, Food, Shopping, Wholesale Stores",7:0-12:0,7:0-12:0,7:0-12:0,7:0-12:0,,1,0:0-0:0,,False,True,1,,,False,True,True,1,False,False,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
THmFW0emdD_yUjpK8E8wVQ,Golden Wheat Bakery,423 Gore Avenue,Vancouver,BC,V6A 2Z4,49.2811362,-123.0974726,4.0,12,0,"Restaurants, Bakeries, Chinese, Food",,,,,,0,,,False,,1,,,True,,True,1,,,False,False,u'none',False,False,False,'casual',,,,,,,,,,,,,,False,False,False,False,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
fKySOx0RlA5YHAT0GHrZSQ,Sapori di Napoli,115 Salem St,Boston,MA,02113,42.364432,-71.055355,3.0,10,0,"Bakeries, Food",,,,,,0,,,,True,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
oIXyK0OmD930Sem39zw8Bw,Praliné,203 Belmont St,Belmont,MA,02478,42.3764241989,-71.1591115625,4.5,139,1,"Food, Bakeries, Coffee & Tea",7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,1,0:0-0:0,7:30-16:0,True,True,2,,,True,,True,1,,True,False,,,,,,,,u'free',,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
AC2J3hWqQh_2O-uY32UMwA,Panaderia Del Valle,"5781 Buford Hwy NE, Ste 105",Atlanta,GA,30340,33.908039,-84.266791,3.0,7,1,"Food, Bakeries",7:0-21:30,7:0-21:30,7:0-21:30,7:0-21:30,7:0-21:30,1,7:0-21:30,7:0-21:30,,False,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
4l0HGHam1DVAlsFgBcrUFw,Trifecta Tavern,726 SE 6th Ave,Portland,OR,97214,45.5175883,-122.6593994,4.5,399,0,"Bars, Nightlife, Beer, Wine & Spirits, Cocktail Bars, Restaurants, American (New), Bakeries, Cafes, Food",17:0-21:0,17:0-22:0,17:0-22:0,16:0-22:0,16:0-22:0,1,17:0-21:0,16:0-21:0,False,True,2,,u'average',False,False,True,1,True,,False,True,u'full_bar',True,False,False,u'casual',,'free',False,False,,,,u'no',False,False,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,True,False,1,False,False,False,False,False,False,False,1,False,False,False,True,False,False,1,False,False,True,True,False,False,True,0,,,,,,,
FEJ2WBYtyhBbQtaZ7q6P7w,Crema Coffee + Bakery,2728 SE Ankeny St,Portland,OR,97214,45.5220106,-122.637471,4.0,447,1,"Food, Restaurants, Coffee & Tea, Bakeries",6:30-14:0,6:30-18:0,6:30-14:0,6:30-18:0,6:30-18:0,1,0:0-0:0,6:30-18:0,True,True,1,,,True,False,True,1,,,True,,,,,,,,'free',False,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
RhStCJpO7PyDqwa8Y6gASg,Bungalow Bread Co,11421 SW Scholls Ferry Rd,Beaverton,OR,97008,45.4454484,-122.7948777,4.5,10,0,"Food, Bakeries",7:30-18:30,7:30-18:30,7:30-18:30,7:30-18:30,7:30-18:30,1,,,,True,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
KZTCG8UakhmT578mhqArwQ,CEO Custom Cakes & Novelties,3149 Dogwood Dr,Hapeville,GA,30354,33.6682344,-84.4088027,4.0,5,0,"Desserts, Custom Cakes, Bakeries, Art Classes, Food, Education, Event Planning & Services, Party & Event Planning",11:0-16:0,11:0-16:0,11:0-16:0,11:0-16:0,11:0-16:0,1,0:0-0:0,,,True,2,,,False,False,True,1,False,True,,,,,,,,,,,False,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
z-s3o058u5Ea2nASER7k5A,My Mom's Pie,"201 Murray St, Unit C",Niwot,CO,80503,40.1040928,-105.1726302,3.5,18,0,"Food, Desserts, Bakeries",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,1,,,,True,2,,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
qbGjvN60UqSu4MCFWoXp7Q,Panera Bread,174 Alewife Brook Pkwy,Cambridge,MA,02138,42.3905569452,-71.1405032873,3.5,41,0,"Bagels, Restaurants, Sandwiches, Food, Salad, Coffee & Tea, Soup, Bakeries",6:0-21:0,6:0-21:0,6:0-21:0,6:0-22:0,6:0-22:0,1,6:0-21:0,7:0-21:0,False,True,1,,u'average',True,True,True,1,,,False,True,'none',False,True,False,'casual',,u'free',,,,,,,,,,,,False,False,False,False,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,False,False,True,0,,,,,,,,0,,,,,,,
HjUW3EizxzOJ7ojexTG3Wg,The German Bakery,10534 NE Sandy Blvd,Portland,OR,97220,45.558525,-122.553921,4.5,57,0,"German, Food, Restaurants, Bakeries",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,1,,,False,True,1,,u'average',True,True,True,1,,,False,True,u'beer_and_wine',False,True,False,u'casual',,u'free',,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
ixj7vhzauFfv8K8qRFFb4Q,Woodlawn Coffee & Pastry,808 NE Dekum St,Portland,OR,97211,45.571546,-122.6570888,4.0,197,1,"Bakeries, Coffee & Tea, Restaurants, Food, Sandwiches",,,8:0-13:0,8:0-13:0,8:0-13:0,1,,8:0-13:0,True,True,2,,u'average',True,True,True,1,,True,True,,,,True,,,,u'free',,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,True,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
wKSaReQwhOl8BdQbJxxGbw,Maple Leaf Bakery,1216 Davie St,Vancouver,BC,V6E 1N3,49.2819374,-123.1338336,3.5,25,1,"Food, Bakeries",8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,1,8:0-19:0,,,,1,,,,,False,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
k0ZSWznkLmmx-qYO0sIX8w,Kroger,850 S Hamilton Rd,Columbus,OH,43213,39.9586644,-82.8756713,2.5,10,1,"Drugstores, Grocery, Shopping, Bakeries, Food",6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,1,6:0-1:0,6:0-1:0,,True,2,,,False,True,False,1,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
Kb7V-qHRgm5uq4TzHeY3uw,Baskin-Robbins 31 Ice Cream Stores,475 NE 181st Ave,Portland,OR,97230,45.5255028,-122.478777,3.0,10,1,"Food, Ice Cream & Frozen Yogurt, Restaurants, Bakeries",,,,,,0,,,True,True,3,,,False,,False,1,,,,,,,,,,,'no',,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
gAP-5IjAL0EhfIKQx6d62A,Perkins Restaurant & Bakery,12559 State Road 535,Orlando,FL,32836,28.380689618,-81.5045100661,3.5,154,1,"Bakeries, American (Traditional), Restaurants, Food, American (New), Cafes, Breakfast & Brunch",6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,1,6:0-0:0,6:0-0:0,True,True,1,False,u'average',True,False,True,1,,,False,True,u'none',False,True,True,u'casual',,'free',,,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
HVCi-n45fm6zov3VHbLoLQ,My Sweet Austin,"910 W 25th St, Ste C",Austin,TX,78705,30.2896548,-97.7473102,4.5,56,1,"Food, Bakeries, Custom Cakes, Coffee & Tea, Patisserie/Cake Shop, Desserts",,,,,9:0-9:15,1,0:0-0:0,,True,True,2,,,True,True,True,1,,True,False,,,,,,,,u'no',,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
A38rWlzs3hFHcm8JdSU5HQ,Just Pies,1024 N Hamilton Rd,Gahanna,OH,43230,40.0444168383,-82.8636950587,4.0,15,0,"Bakeries, Food, Desserts",9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-17:0,1,9:0-18:0,9:0-15:0,False,True,2,,,True,,False,1,,True,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
1ZBBBrhmo5jBeYL0xF4G8g,Beaverton Bakery Express,14661 SW Teal Blvd,Beaverton,OR,97007,45.4409212,-122.8281522,2.5,11,0,"Bakeries, Restaurants, Food",,,,,,0,,,,True,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
-dyaWHa-RhofzII6R7NnaQ,Sorelle Bakery & Cafe,100 Northern Ave,Boston,MA,02210,42.3523787,-71.0433696,3.0,21,1,"Bakeries, Cafes, Restaurants, Coffee & Tea, Food, Sandwiches",6:30-18:0,6:30-18:0,6:30-18:0,6:30-18:0,8:0-16:0,1,6:30-18:0,8:0-16:0,False,True,1,,,True,,,1,,,True,True,,False,True,,,,u'free',,,,,,,,,,,,False,False,False,False,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
iyeJrTWE3_Xtup77dC_Mtg,Waltons Fancy and Staple,609 W 6th St,Austin,TX,78701,30.26951,-97.749014,4.0,788,1,"Florists, Sandwiches, Bakeries, Flowers & Gifts, Food, Breakfast & Brunch, Caterers, Cafes, Restaurants, Event Planning & Services, Delis, Shopping",8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,1,8:0-15:0,8:0-15:0,True,True,2,,u'average',True,True,True,1,,,None,True,u'full_bar',False,True,False,u'casual',,u'no',,False,,,,,,,,,,False,True,False,False,False,1,1,False,True,False,False,False,True,False,True,True,0,,,,,,,,1,True,False,True,False,True,True,0,,,,,,,,0,,,,,,,
jFdpAmvC-7n5nMtroL1u1Q,Licki Licki,1095 Commonwealth Ave,Boston,MA,02215,42.3527439,-71.1254466,3.0,6,0,"Coffee & Tea, Bakeries, Juice Bars & Smoothies, Desserts, Ice Cream & Frozen Yogurt, Food",11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,1,11:0-22:0,11:0-22:0,,True,1,,,,,,1,,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
YyNcgKCOkZbr5uBInW40_g,Cathie's Cafe,255 Newbury St,Danvers,MA,01923,42.5829649,-70.9671487,4.5,6,1,"Restaurants, Sandwiches, Bakeries, Coffee & Tea, Food",9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,1,0:0-0:0,,True,,,,,True,,,1,,,,,,False,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
4Y3BvnSfeF3zFdup4WwKhQ,Razzy's Baking And Catering,265 Boston Rd,North Billerica,MA,01862,42.576241,-71.2837217,5.0,5,1,"Breakfast & Brunch, Food, Desserts, Custom Cakes, Bakeries, Restaurants, Event Planning & Services, Caterers",,,,8:0-17:0,9:0-16:0,1,,,True,True,,,,True,True,,1,,,,,,False,,,u'casual',,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
eaCBdNeGw6UKyXfxlEGmag,Breka Bakery & Cafe,6533 Fraser Street,Vancouver,BC,V5X 3T4,49.2251384,-123.0909897,4.0,235,1,"Bakeries, Desserts, Coffee & Tea, Patisserie/Cake Shop, Food",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1,0:0-0:0,0:0-0:0,True,True,1,,u'average',True,True,True,1,,,None,,,,,,,,u'free',,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
kSg4qNgWo_GomnjuBanTCQ,Fatto In Casa,"East End Market, 3201 Corrine Dr",Orlando,FL,32803,28.5683502,-81.3437675,3.5,17,0,"Shopping, Restaurants, Food, Bakeries, Italian, Cooking Classes, Arts & Crafts",10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,1,,11:0-18:0,True,True,2,,u'average',True,True,True,1,,,True,True,u'none',False,True,False,u'casual',,u'free',,,,,,,,,,,,False,False,False,True,False,1,1,False,True,False,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
ub50UE95-gu7yIoed1zssA,Publix,250 Citrus Tower Blvd,Clermont,FL,34711,28.5659887,-81.7413538,3.5,23,1,"Health Markets, Grocery, Food, Shopping, Flowers & Gifts, Drugstores, Florists, Restaurants, Specialty Food, Bakeries",,,,,,0,,,True,True,2,,,True,True,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
A3TilCnJNBHH9fSPGNeWtQ,Royers Pie Haven,2900-B Guadalupe,Austin,TX,78705,30.29565,-97.743002,4.0,90,0,"Food, Desserts, Coffee & Tea, Bakeries",10:0-18:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,1,10:0-18:0,10:0-18:0,True,True,2,,,,,True,1,,,True,,,,,,,,u'free',,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
yMSXa4VJ-xFIiLmIoLlUHg,Token of My Confections,,Dublin,OH,43016,40.0761455,-83.1541796,5.0,5,1,"Desserts, Custom Cakes, Bakeries, Cupcakes, Food",9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,1,9:0-20:0,9:0-20:0,True,False,,,,False,True,False,1,,True,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
